User,Location,Review Date,Rating,Review Highlight,Review,Date of Experience
ENEM CHIDINMA,GB,2 days ago,5,5 star,She was very helpful and patient in resolving my issues,"December 02, 2024"
Christopher Langdown,GB,An hour ago,5,Excellent customer service from…,Excellent customer service from Sarfaraz. Thank you very much.,"December 04, 2024"
Dona Thomas,GB,3 days ago,5,Gitanjali W was very helpful to deal…,Gitanjali W was very helpful to deal with my concerns,"December 02, 2024"
Paul,GB,6 hours ago,1,Awful CS,Absolutely hopeless company signed up for 1 pound 50gb data for 7 months 10 pound there after sim card arrived damaged I never received a confirmation of order so trying to get them to send out a replacement is leading me in circles even though I have started the first payment with them surely a check on my name and address would solve this issue but no what is your order number and email which I didn't receive Absolutely sheer frustration on my part hence why I'm having to cancel it my side.,"December 04, 2024"
shaukat balamiya,GB,2 days ago,5,It was a splendid service over the…,It was a splendid service over the phone and Jennifer sorted it out for me.  Really pleased. Thank you.,"December 02, 2024"
Guiness Foreign Extra,GB,A day ago,5,Thank you Sanju for taking your time to…,Thank you Sanju for taking your time to help me! Best regards,"December 03, 2024"
Ujari Chukwudi,GB,2 days ago,5,I really like the swift response I got…,I really like the swift response I got and the assistance was top notch,"December 02, 2024"
Raj Log,GB,2 days ago,5,Maaz Customers Service Agent,A quick appreciation of why I called and an in-depth understanding of available options and how best to proceed.,"December 02, 2024"
Anjana Jayan,GB,A day ago,5,I'm really happy that Rachel one of the…,I'm really happy that Rachel one of the employe here helped me and treated me very well.  Thank you Rachel for your help.,"December 03, 2024"
Ananya,GB,Updated 2 days ago,5,Really helpful and good interactive,Really helpful and we had a good interaction. Was soft-spoken and empathetic.,"December 02, 2024"
Sabina,GB,3 days ago,5,I spoke to JATIN REDDY,I spoke to JATIN REDDY. He was so helpful with my issue and solve it very kindly. Thank you Jatin.,"December 02, 2024"
mart5643,GB,A day ago,5,Jayshree Arsule was exemplary,"Quick, efficient and Jayshree Arsule listened carefully to my problem and resolved it effectively","December 03, 2024"
Asad Manzoor,SA,2 days ago,5,Sauna at Lebara was exceptionally…,Sauna at Lebara was exceptionally fantastic he assisted me as well as Sumedh.Customer service excellent.,"December 02, 2024"
Apurva Prasad,GB,2 days ago,5,Harshita was very courteous,"Harshita was very courteous, knowledgeable and helpful during the call","December 03, 2024"
Gareth,GB,Updated 8 hours ago,5,I just keep having problems with this…,I had some problems but now its all sorted 👍🏼👍🏼👍🏼,"December 04, 2024"
alexia quinton,GB,2 days ago,5,Prateek was very helpful with a…,Prateek was very helpful with a customer service problem,"December 02, 2024"
Annie,GB,12 hours ago,5,Tanveer Nagarji was very helpful on the…,Tanveer Nagarji was very helpful on the chat.,"December 03, 2024"
Customer,GB,2 days ago,5,Dealt with Shubhangl was very pleasant…,Dealt with Shubhangl was very pleasant and sorted out my gb data,"December 02, 2024"
robyn,GB,A day ago,5,Shubhangi helped me a lot,"Shubhangi helped me a lot, her warm and friendly help to me was very useful.","December 03, 2024"
Roy rintu Rintu,GB,10 hours ago,5,Sarfraz is Very kind and  helpful,Sarfraz is Very kind and  helpful,"December 04, 2024"
oyarinde oluwaseun,GB,3 days ago,5,Prompt response and case resolved…,Prompt response and case resolved instantly,"December 02, 2024"
欣蕾 钱,GB,2 days ago,5,Agent Juveriya handles problems very…,"Agent Juveriya handles problems very quickly and communicates very smoothly and pleasantly, providing a great experience.","December 03, 2024"
Peter,GB,13 hours ago,5,Live chat was very quick to help with a…,Live chat was very quick to help with a problem. Great service!,"December 04, 2024"
Meinan,GB,A day ago,5,Aman help me to resolve my problem very…,Aman help me to resolve my problem very quickly.,"December 03, 2024"
Katie,GB,12 hours ago,5,Akshay Helps a lot,Akshay Helps a lotVery helpful!!,"December 04, 2024"
Iris Ayvar,MX,2 days ago,5,He was the few assistants that is very…,He was the few assistants that is very polite. He helps a lot,"December 02, 2024"
不加盐 大杯可乐,GB,A day ago,5,Very helpful,Very helpful. High Efficiency! lovely,"December 03, 2024"
Chukwuka Ukaegbu,GB,14 hours ago,5,Swift and helpful assistance from Nitin…,Swift and helpful assistance from Nitin  - one of the customers service operators,"December 04, 2024"
Paul Boben,GB,14 hours ago,5,Great experience,Great experience. Superb assistance from Priya Thakre. Quick and accurate assistance.,"December 04, 2024"
gurmail lovely,GB,2 days ago,5,Nice talking with good service with…,Nice talking with good service with karan b,"December 02, 2024"
Jagjit,GB,2 days ago,5,ratuja was very polite and helpful,ratuja was very polite and helpful,"December 02, 2024"
Sharon Nasimbwa,GB,A day ago,5,Good customer service Thankyou so much 🙏,Most helpful customer services representative and my switch to Lebara he arranged seamlessly,"December 03, 2024"
David Clifton,GB,A day ago,5,Most helpful customer services…,It was great they fixed the issue straight away,"December 03, 2024"
Treasure Matambo,GB,7 hours ago,5,It was great they fixed the issue…,Good service by Raunak,"December 03, 2024"
Vinu,GB,2 days ago,5,Good service by Raunak,Very helpful and responsive agent.,"December 02, 2024"
Zhuang,GB,2 days ago,5,Very helpful and responsive agent.,"Great customer service, very helpful in sorting out SIM replacement and activation.","December 02, 2024"
Fig,GB,9 hours ago,5,Friendly advice,Good support,"December 04, 2024"
Rafal,GB,A day ago,5,Great customer service,Very helpful,"December 03, 2024"
arun kumar,GB,11 hours ago,5,Good support,Sorted my problem quickly and efficiently,"December 04, 2024"
Dan Chan,HK,13 hours ago,5,Very helpful,"Raunak helped me massively, 100%.","December 04, 2024"
Jayne,GB,3 days ago,5,Sorted my problem quickly and…,Jayan is friendly,"December 02, 2024"
Tim,GB,9 hours ago,5,Raunak helped me massively,Many thanks to Sharvari for the help!,"December 04, 2024"
Xiangyu Qiao,GB,13 hours ago,5,Very good,Just amazing,"December 04, 2024"
Kate Roberts,GB,14 hours ago,5,Helpful online chat,"Quick resolution by Sujit, very efficient and professional with clear communication.","December 04, 2024"
Angie A,GB,7 hours ago,5,Many thanks to Sharvari for the help!,Answered my questions quick and clearly! 10/10,"December 04, 2024"
Nurur Chowdhury,GB,2 days ago,5,Just amazing. The best UK network overall.!,Best chat with Vishnu,"December 03, 2024"
Ines Li,GB,13 hours ago,5,Quick resolution by Sujit,"ALL GOOD, VERY FAST AND VERY HELPFUL","December 04, 2024"
